Fecha,Compra,Venta
27-03-2008,"3,20","3,20"
28-03-2008,"3,18","3,19"
31-03-2008,"3,19","3,19"
01-04-2008,"3,17","3,17"
02-04-2008,"3,17","3,17"
03-04-2008,"3,17","3,17"
04-04-2008,"3,18","3,19"
06-04-2008,"3,16","3,16"
07-04-2008,"3,05","3,05"
08-04-2008,"3,06","3,06"
09-04-2008,"3,07","3,08"
11-04-2008,"3,37","3,38"
12-04-2008,"3,50","3,50"
14-04-2008,"3,18","3,18"
15-04-2008,"3,19","3,19"
16-04-2008,"3,20","3,20"
17-04-2008,"3,22","3,23"
18-04-2008,"3,21","3,21"
21-04-2008,"3,21","3,22"
22-04-2008,"3,23","3,23"
23-04-2008,"3,24","3,25"
24-04-2008,"3,25","3,25"
25-04-2008,"3,25","3,25"
28-04-2008,"3,23","3,23"
29-04-2008,"3,23","3,23"
30-04-2008,"3,23","3,23"
02-05-2008,"3,17","3,17"
03-05-2008,"3,18","3,18"
05-05-2008,"3,22","3,23"
06-05-2008,"3,15","3,15"
08-05-2008,"3,06","3,06"
09-05-2008,"3,07","3,07"
12-05-2008,"3,50","3,51"
13-05-2008,"3,27","3,27"
14-05-2008,"3,26","3,26"
15-05-2008,"3,25","3,26"
16-05-2008,"3,24","3,24"
19-05-2008,"3,21","3,22"
20-05-2008,"3,21","3,21"
21-05-2008,"3,21","3,21"
22-05-2008,"3,22","3,22"
23-05-2008,"3,22","3,23"
26-05-2008,"3,21","3,22"
27-05-2008,"3,21","3,21"
28-05-2008,"3,20","3,20"
29-05-2008,"3,19","3,20"
30-05-2008,"3,18","3,18"
02-06-2008,"3,18","3,18"
03-06-2008,"3,17","3,18"
05-06-2008,"3,23","3,23"
06-06-2008,"3,15","3,16"
08-06-2008,"3,06","3,06"
10-06-2008,"3,24","3,24"
13-06-2008,"3,12","3,12"
16-06-2008,"3,12","3,12"
17-06-2008,"3,13","3,13"
18-06-2008,"3,12","3,12"
19-06-2008,"3,11","3,11"
20-06-2008,"3,10","3,10"
23-06-2008,"3,08","3,08"
24-06-2008,"3,06","3,06"
25-06-2008,"3,08","3,08"
26-06-2008,"3,09","3,09"
27-06-2008,"3,08","3,09"
30-06-2008,"3,06","3,06"
01-07-2008,"3,17","3,18"
02-07-2008,"3,17","3,18"
03-07-2008,"3,17","3,17"
04-07-2008,"3,18","3,18"
05-07-2008,"3,24","3,25"
07-07-2008,"3,05","3,05"
08-07-2008,"3,06","3,07"
10-07-2008,"3,32","3,32"
11-07-2008,"3,34","3,35"
14-07-2008,"3,07","3,08"
15-07-2008,"3,06","3,07"
16-07-2008,"3,08","3,09"
17-07-2008,"3,08","3,08"
18-07-2008,"3,08","3,08"
21-07-2008,"3,07","3,08"
22-07-2008,"3,07","3,07"
23-07-2008,"3,06","3,06"
24-07-2008,"3,07","3,07"
25-07-2008,"3,07","3,07"
28-07-2008,"3,07","3,07"
29-07-2008,"3,07","3,07"
30-07-2008,"3,06","3,06"
31-07-2008,"3,07","3,07"
01-08-2008,"3,17","3,18"
02-08-2008,"3,17","3,17"
04-08-2008,"3,18","3,18"
05-08-2008,"3,25","3,26"
07-08-2008,"3,06","3,06"
08-08-2008,"3,08","3,08"
09-08-2008,"3,07","3,07"
10-08-2008,"3,29","3,30"
12-08-2008,"3,50","3,51"
13-08-2008,"3,08","3,08"
14-08-2008,"3,08","3,08"
15-08-2008,"3,07","3,07"
19-08-2008,"3,06","3,07"
20-08-2008,"3,06","3,07"
21-08-2008,"3,07","3,07"
22-08-2008,"3,07","3,07"
25-08-2008,"3,07","3,07"
26-08-2008,"3,07","3,07"
27-08-2008,"3,07","3,07"
28-08-2008,"3,07","3,07"
29-08-2008,"3,06","3,07"
01-09-2008,"3,17","3,17"
04-09-2008,"3,18","3,19"
05-09-2008,"3,27","3,27"
06-09-2008,"3,15","3,15"
09-09-2008,"3,08","3,08"
10-09-2008,"3,32","3,33"
12-09-2008,"3,49","3,50"
15-09-2008,"3,14","3,14"
16-09-2008,"3,16","3,17"
17-09-2008,"3,17","3,18"
18-09-2008,"3,20","3,20"
19-09-2008,"3,16","3,16"
22-09-2008,"3,14","3,14"
23-09-2008,"3,15","3,15"
24-09-2008,"3,16","3,16"
25-09-2008,"3,15","3,15"
26-09-2008,"3,15","3,15"
29-09-2008,"3,14","3,14"
30-09-2008,"3,15","3,16"
01-10-2008,"3,17","3,17"
03-10-2008,"3,17","3,17"
04-10-2008,"3,20","3,20"
06-10-2008,"3,14","3,14"
07-10-2008,"3,06","3,07"
09-10-2008,"3,13","3,13"
10-10-2008,"3,36","3,37"
11-10-2008,"3,31","3,32"
12-10-2008,"3,46","3,47"
14-10-2008,"3,25","3,26"
15-10-2008,"3,29","3,29"
16-10-2008,"3,32","3,33"
17-10-2008,"3,31","3,32"
20-10-2008,"3,28","3,29"
21-10-2008,"3,30","3,30"
22-10-2008,"3,30","3,30"
23-10-2008,"3,35","3,36"
24-10-2008,"3,43","3,44"
27-10-2008,"3,39","3,40"
28-10-2008,"3,45","3,45"
29-10-2008,"3,46","3,47"
30-10-2008,"3,47","3,48"
31-10-2008,"3,47","3,48"
01-11-2008,"3,17","3,17"
02-11-2008,"3,17","3,17"
03-11-2008,"3,17","3,17"
04-11-2008,"3,19","3,19"
06-11-2008,"3,13","3,13"
07-11-2008,"3,08","3,08"
08-11-2008,"3,07","3,07"
09-11-2008,"3,12","3,12"
11-11-2008,"3,32","3,33"
12-11-2008,"3,47","3,48"
13-11-2008,"3,38","3,39"
14-11-2008,"3,37","3,37"
17-11-2008,"3,36","3,36"
18-11-2008,"3,37","3,37"
19-11-2008,"3,37","3,38"
20-11-2008,"3,38","3,38"
21-11-2008,"3,37","3,38"
24-11-2008,"3,37","3,38"
25-11-2008,"3,38","3,38"
26-11-2008,"3,39","3,40"
27-11-2008,"3,41","3,41"
28-11-2008,"3,41","3,42"
02-12-2008,"3,17","3,17"
03-12-2008,"3,17","3,17"
05-12-2008,"3,27","3,28"
06-12-2008,"3,13","3,13"
08-12-2008,"3,08","3,08"
09-12-2008,"3,12","3,12"
11-12-2008,"3,37","3,38"
12-12-2008,"3,47","3,47"
15-12-2008,"3,47","3,47"
16-12-2008,"3,47","3,47"
17-12-2008,"3,46","3,47"
18-12-2008,"3,47","3,47"
19-12-2008,"3,47","3,47"
22-12-2008,"3,46","3,46"
23-12-2008,"3,45","3,45"
29-12-2008,"3,51","3,51"
30-12-2008,"3,54","3,54"
31-12-2008,"3,53","3,54"
04-01-2009,"3,77","3,78"
06-01-2009,"3,80","3,81"
07-01-2009,"3,84","3,85"
09-01-2009,"3,85","3,85"
10-01-2009,"3,84","3,84"
12-01-2009,"3,80","3,80"
13-01-2009,"3,52","3,52"
14-01-2009,"3,53","3,53"
15-01-2009,"3,53","3,54"
16-01-2009,"3,52","3,53"
19-01-2009,"3,51","3,51"
20-01-2009,"3,51","3,52"
21-01-2009,"3,51","3,51"
22-01-2009,"3,52","3,52"
23-01-2009,"3,52","3,52"
26-01-2009,"3,52","3,53"
27-01-2009,"3,53","3,53"
28-01-2009,"3,54","3,55"
29-01-2009,"3,55","3,55"
30-01-2009,"3,54","3,55"
01-02-2009,"3,53","3,54"
02-02-2009,"3,53","3,53"
03-02-2009,"3,66","3,67"
06-02-2009,"3,80","3,81"
07-02-2009,"3,86","3,86"
09-02-2009,"3,86","3,86"
10-02-2009,"3,84","3,84"
11-02-2009,"3,81","3,81"
12-02-2009,"3,81","3,81"
13-02-2009,"3,54","3,55"
16-02-2009,"3,54","3,54"
17-02-2009,"3,55","3,55"
18-02-2009,"3,56","3,57"
19-02-2009,"3,61","3,61"
20-02-2009,"3,62","3,63"
23-02-2009,"3,65","3,65"
24-02-2009,"3,67","3,68"
25-02-2009,"3,68","3,68"
26-02-2009,"3,64","3,65"
27-02-2009,"3,64","3,64"
02-03-2009,"3,53","3,54"
03-03-2009,"3,69","3,70"
04-03-2009,"3,75","3,75"
06-03-2009,"3,80","3,81"
07-03-2009,"3,84","3,85"
08-03-2009,"3,86","3,87"
09-03-2009,"3,87","3,87"
11-03-2009,"3,80","3,81"
12-03-2009,"3,81","3,81"
13-03-2009,"3,73","3,74"
16-03-2009,"3,73","3,74"
17-03-2009,"3,73","3,74"
18-03-2009,"3,74","3,75"
19-03-2009,"3,74","3,75"
20-03-2009,"3,75","3,76"
23-03-2009,"3,77","3,77"
25-03-2009,"3,76","3,76"
26-03-2009,"3,78","3,79"
27-03-2009,"3,81","3,82"
30-03-2009,"3,81","3,82"
31-03-2009,"3,79","3,79"
02-04-2009,"3,54","3,55"
03-04-2009,"3,72","3,73"
05-04-2009,"3,73","3,74"
06-04-2009,"3,81","3,81"
08-04-2009,"3,86","3,86"
09-04-2009,"3,84","3,85"
11-04-2009,"3,80","3,81"
12-04-2009,"3,80","3,81"
13-04-2009,"3,69","3,70"
14-04-2009,"3,71","3,72"
15-04-2009,"3,72","3,72"
16-04-2009,"3,73","3,73"
17-04-2009,"3,73","3,74"
20-04-2009,"3,72","3,73"
21-04-2009,"3,72","3,73"
22-04-2009,"3,74","3,74"
23-04-2009,"3,74","3,74"
24-04-2009,"3,74","3,75"
27-04-2009,"3,74","3,74"
28-04-2009,"3,74","3,75"
29-04-2009,"3,74","3,75"
30-04-2009,"3,74","3,74"
01-05-2009,"3,51","3,52"
02-05-2009,"3,55","3,56"
03-05-2009,"3,72","3,73"
05-05-2009,"3,73","3,73"
06-05-2009,"3,80","3,81"
08-05-2009,"3,85","3,86"
10-05-2009,"3,83","3,84"
11-05-2009,"3,79","3,80"
13-05-2009,"3,77","3,77"
14-05-2009,"3,78","3,79"
15-05-2009,"3,77","3,78"
18-05-2009,"3,77","3,77"
19-05-2009,"3,79","3,79"
20-05-2009,"3,79","3,80"
21-05-2009,"3,80","3,80"
22-05-2009,"3,80","3,81"
26-05-2009,"3,79","3,80"
27-05-2009,"3,78","3,79"
28-05-2009,"3,80","3,80"
29-05-2009,"3,81","3,81"
01-06-2009,"3,54","3,54"
02-06-2009,"3,55","3,55"
03-06-2009,"3,72","3,72"
04-06-2009,"3,70","3,70"
05-06-2009,"3,73","3,74"
07-06-2009,"3,83","3,83"
08-06-2009,"3,84","3,85"
10-06-2009,"3,82","3,83"
16-06-2009,"3,84","3,84"
17-06-2009,"3,84","3,85"
18-06-2009,"3,86","3,86"
19-06-2009,"3,88","3,89"
22-06-2009,"3,89","3,90"
23-06-2009,"3,90","3,90"
24-06-2009,"3,88","3,89"
25-06-2009,"3,89","3,89"
26-06-2009,"3,89","3,89"
29-06-2009,"3,84","3,84"
30-06-2009,"3,83","3,84"
01-07-2009,"3,55","3,55"
04-07-2009,"3,71","3,71"
05-07-2009,"3,74","3,75"
07-07-2009,"3,83","3,84"
08-07-2009,"3,84","3,85"
09-07-2009,"3,84","3,84"
10-07-2009,"3,83","3,84"
12-07-2009,"3,80","3,80"
13-07-2009,"3,83","3,84"
14-07-2009,"3,84","3,84"
15-07-2009,"3,86","3,86"
16-07-2009,"3,87","3,88"
17-07-2009,"3,88","3,88"
20-07-2009,"3,86","3,87"
21-07-2009,"3,87","3,88"
22-07-2009,"3,88","3,88"
23-07-2009,"3,88","3,89"
24-07-2009,"3,88","3,89"
27-07-2009,"3,87","3,88"
28-07-2009,"3,86","3,86"
29-07-2009,"3,86","3,87"
30-07-2009,"3,87","3,88"
31-07-2009,"3,87","3,87"
01-08-2009,"3,54","3,54"
04-08-2009,"3,72","3,72"
05-08-2009,"3,74","3,75"
06-08-2009,"3,80","3,81"
07-08-2009,"3,84","3,84"
09-08-2009,"3,84","3,84"
10-08-2009,"3,83","3,84"
13-08-2009,"3,86","3,87"
14-08-2009,"3,86","3,86"
18-08-2009,"3,86","3,87"
19-08-2009,"3,88","3,88"
20-08-2009,"3,88","3,89"
21-08-2009,"3,88","3,88"
24-08-2009,"3,87","3,87"
25-08-2009,"3,86","3,86"
26-08-2009,"3,86","3,86"
27-08-2009,"3,86","3,86"
28-08-2009,"3,85","3,86"
31-08-2009,"3,84","3,85"
01-09-2009,"3,53","3,54"
02-09-2009,"3,55","3,55"
03-09-2009,"3,72","3,72"
06-09-2009,"3,81","3,81"
07-09-2009,"3,84","3,84"
09-09-2009,"3,84","3,84"
10-09-2009,"3,82","3,83"
11-09-2009,"3,79","3,79"
12-09-2009,"3,80","3,80"
14-09-2009,"3,85","3,86"
15-09-2009,"3,84","3,85"
16-09-2009,"3,84","3,85"
17-09-2009,"3,85","3,86"
18-09-2009,"3,85","3,86"
21-09-2009,"3,85","3,86"
22-09-2009,"3,85","3,86"
23-09-2009,"3,86","3,87"
24-09-2009,"3,86","3,87"
25-09-2009,"3,86","3,87"
28-09-2009,"3,85","3,86"
29-09-2009,"3,85","3,85"
30-09-2009,"3,84","3,84"
02-10-2009,"3,54","3,54"
03-10-2009,"3,72","3,72"
06-10-2009,"3,81","3,82"
07-10-2009,"3,84","3,84"
08-10-2009,"3,84","3,84"
09-10-2009,"3,86","3,86"
11-10-2009,"3,79","3,79"
12-10-2009,"3,80","3,81"
13-10-2009,"3,82","3,83"
14-10-2009,"3,82","3,83"
15-10-2009,"3,82","3,82"
16-10-2009,"3,83","3,83"
19-10-2009,"3,82","3,83"
20-10-2009,"3,82","3,83"
21-10-2009,"3,84","3,84"
22-10-2009,"3,84","3,84"
23-10-2009,"3,83","3,83"
26-10-2009,"3,83","3,83"
27-10-2009,"3,83","3,83"
28-10-2009,"3,83","3,84"
29-10-2009,"3,83","3,83"
30-10-2009,"3,82","3,82"
02-11-2009,"3,53","3,54"
03-11-2009,"3,72","3,73"
05-11-2009,"3,75","3,75"
06-11-2009,"3,83","3,84"
08-11-2009,"3,84","3,85"
09-11-2009,"3,86","3,86"
11-11-2009,"3,80","3,80"
12-11-2009,"3,80","3,81"
13-11-2009,"3,81","3,82"
16-11-2009,"3,82","3,82"
17-11-2009,"3,83","3,83"
18-11-2009,"3,84","3,84"
19-11-2009,"3,84","3,84"
20-11-2009,"3,82","3,83"
23-11-2009,"3,82","3,82"
24-11-2009,"3,82","3,82"
25-11-2009,"3,82","3,82"
26-11-2009,"3,82","3,82"
27-11-2009,"3,81","3,82"
30-11-2009,"3,80","3,80"
01-12-2009,"3,52","3,52"
02-12-2009,"3,54","3,55"
03-12-2009,"3,73","3,74"
05-12-2009,"3,75","3,76"
06-12-2009,"3,84","3,85"
08-12-2009,"3,85","3,85"
11-12-2009,"3,81","3,81"
14-12-2009,"3,81","3,82"
15-12-2009,"3,83","3,83"
16-12-2009,"3,85","3,85"
17-12-2009,"3,84","3,85"
18-12-2009,"3,83","3,84"
21-12-2009,"3,83","3,83"
22-12-2009,"3,84","3,84"
23-12-2009,"3,83","3,84"
24-12-2009,"3,83","3,84"
28-12-2009,"3,84","3,85"
29-12-2009,"3,86","3,87"
30-12-2009,"3,86","3,86"
02-01-2010,"3,88","3,89"
03-01-2010,"3,90","3,90"
04-01-2010,"3,88","3,89"
06-01-2010,"3,97","3,97"
07-01-2010,"4,00","4,01"
09-01-2010,"4,00","4,00"
10-01-2010,"4,02","4,03"
11-01-2010,"4,03","4,03"
12-01-2010,"4,06","4,06"
13-01-2010,"3,88","3,89"
14-01-2010,"3,89","3,89"
15-01-2010,"3,88","3,89"
18-01-2010,"3,86","3,87"
19-01-2010,"3,87","3,88"
20-01-2010,"3,87","3,88"
21-01-2010,"3,87","3,88"
22-01-2010,"3,87","3,88"
25-01-2010,"3,87","3,88"
26-01-2010,"3,88","3,89"
27-01-2010,"3,90","3,90"
28-01-2010,"3,89","3,89"
29-01-2010,"3,88","3,88"
02-02-2010,"3,90","3,91"
03-02-2010,"3,90","3,91"
06-02-2010,"3,99","4,00"
07-02-2010,"4,00","4,01"
08-02-2010,"4,01","4,02"
09-02-2010,"4,00","4,01"
11-02-2010,"4,03","4,04"
12-02-2010,"4,07","4,07"
15-02-2010,"3,93","3,94"
16-02-2010,"3,94","3,94"
17-02-2010,"3,94","3,95"
18-02-2010,"3,95","3,95"
19-02-2010,"3,94","3,94"
22-02-2010,"3,92","3,93"
23-02-2010,"3,92","3,93"
24-02-2010,"3,93","3,93"
25-02-2010,"3,93","3,93"
26-02-2010,"3,92","3,93"
02-03-2010,"3,91","3,91"
03-03-2010,"3,91","3,91"
05-03-2010,"3,91","3,91"
06-03-2010,"4,00","4,00"
08-03-2010,"4,01","4,02"
09-03-2010,"4,00","4,00"
11-03-2010,"4,03","4,04"
12-03-2010,"4,06","4,06"
15-03-2010,"3,90","3,91"
16-03-2010,"3,90","3,91"
17-03-2010,"3,91","3,91"
18-03-2010,"3,90","3,91"
19-03-2010,"3,90","3,90"
22-03-2010,"3,90","3,90"
23-03-2010,"3,90","3,90"
25-03-2010,"3,90","3,90"
26-03-2010,"3,89","3,90"
29-03-2010,"3,89","3,90"
30-03-2010,"3,89","3,89"
31-03-2010,"3,88","3,89"
01-04-2010,"3,86","3,86"
02-04-2010,"3,92","3,92"
03-04-2010,"3,91","3,91"
05-04-2010,"3,91","3,91"
06-04-2010,"4,00","4,00"
08-04-2010,"4,00","4,01"
10-04-2010,"4,02","4,02"
11-04-2010,"4,03","4,04"
13-04-2010,"3,89","3,90"
14-04-2010,"3,92","3,92"
15-04-2010,"3,91","3,92"
16-04-2010,"3,92","3,92"
19-04-2010,"3,92","3,92"
20-04-2010,"3,91","3,92"
21-04-2010,"3,91","3,92"
22-04-2010,"3,91","3,92"
23-04-2010,"3,92","3,92"
26-04-2010,"3,91","3,92"
27-04-2010,"3,91","3,92"
28-04-2010,"3,91","3,91"
29-04-2010,"3,91","3,92"
30-04-2010,"3,91","3,92"
01-05-2010,"3,86","3,86"
02-05-2010,"3,91","3,91"
03-05-2010,"3,90","3,91"
04-05-2010,"3,87","3,87"
05-05-2010,"3,91","3,92"
07-05-2010,"3,99","4,00"
08-05-2010,"4,01","4,02"
10-05-2010,"4,01","4,02"
11-05-2010,"4,02","4,02"
13-05-2010,"3,94","3,95"
14-05-2010,"3,94","3,95"
17-05-2010,"3,93","3,94"
18-05-2010,"3,94","3,94"
19-05-2010,"3,95","3,96"
20-05-2010,"3,96","3,97"
21-05-2010,"3,96","3,96"
26-05-2010,"3,95","3,96"
27-05-2010,"3,95","3,96"
28-05-2010,"3,96","3,96"
31-05-2010,"3,96","3,97"
01-06-2010,"3,87","3,88"
04-06-2010,"3,87","3,87"
05-06-2010,"3,92","3,93"
07-06-2010,"3,98","3,99"
08-06-2010,"3,99","3,99"
09-06-2010,"3,99","4,00"
10-06-2010,"4,01","4,02"
12-06-2010,"4,04","4,04"
14-06-2010,"4,00","4,00"
15-06-2010,"4,02","4,02"
16-06-2010,"4,02","4,02"
17-06-2010,"4,03","4,03"
18-06-2010,"4,02","4,03"
22-06-2010,"4,01","4,02"
23-06-2010,"4,02","4,02"
24-06-2010,"4,02","4,03"
25-06-2010,"4,01","4,02"
28-06-2010,"4,00","4,00"
29-06-2010,"4,00","4,00"
30-06-2010,"4,01","4,01"
01-07-2010,"3,86","3,87"
04-07-2010,"3,89","3,90"
05-07-2010,"3,92","3,93"
06-07-2010,"3,99","3,99"
07-07-2010,"3,98","3,98"
09-07-2010,"3,98","3,99"
10-07-2010,"4,00","4,01"
12-07-2010,"4,04","4,04"
13-07-2010,"4,00","4,01"
14-07-2010,"4,00","4,00"
15-07-2010,"4,00","4,01"
16-07-2010,"4,01","4,01"
19-07-2010,"4,01","4,01"
20-07-2010,"4,01","4,01"
21-07-2010,"4,01","4,01"
22-07-2010,"4,01","4,02"
23-07-2010,"4,02","4,02"
26-07-2010,"4,02","4,02"
27-07-2010,"4,02","4,03"
28-07-2010,"4,03","4,03"
29-07-2010,"4,03","4,03"
30-07-2010,"4,03","4,03"
01-08-2010,"3,87","3,87"
02-08-2010,"3,90","3,90"
03-08-2010,"3,90","3,90"
04-08-2010,"3,89","3,90"
06-08-2010,"4,00","4,00"
07-08-2010,"3,97","3,98"
09-08-2010,"3,99","3,99"
10-08-2010,"4,00","4,00"
11-08-2010,"4,01","4,02"
13-08-2010,"4,01","4,02"
17-08-2010,"4,00","4,01"
18-08-2010,"4,00","4,01"
19-08-2010,"4,00","4,01"
20-08-2010,"4,00","4,00"
23-08-2010,"4,00","4,00"
24-08-2010,"4,01","4,02"
25-08-2010,"4,02","4,03"
26-08-2010,"4,02","4,03"
27-08-2010,"4,01","4,02"
30-08-2010,"4,00","4,01"
31-08-2010,"4,00","4,01"
02-09-2010,"3,90","3,91"
03-09-2010,"3,90","3,90"
04-09-2010,"3,88","3,89"
06-09-2010,"4,01","4,01"
08-09-2010,"3,99","4,00"
09-09-2010,"4,00","4,01"
11-09-2010,"4,01","4,02"
12-09-2010,"4,03","4,04"
13-09-2010,"3,99","4,00"
14-09-2010,"4,00","4,01"
15-09-2010,"4,00","4,01"
16-09-2010,"4,00","4,01"
17-09-2010,"4,01","4,01"
20-09-2010,"4,00","4,01"
21-09-2010,"4,01","4,01"
22-09-2010,"4,01","4,02"
23-09-2010,"4,02","4,03"
24-09-2010,"4,02","4,03"
27-09-2010,"4,02","4,02"
28-09-2010,"4,02","4,03"
29-09-2010,"4,03","4,03"
30-09-2010,"4,03","4,03"
02-10-2010,"3,92","3,93"
03-10-2010,"3,91","3,91"
05-10-2010,"3,92","3,92"
06-10-2010,"4,04","4,04"
08-10-2010,"3,99","4,00"
09-10-2010,"4,00","4,00"
11-10-2010,"4,02","4,03"
12-10-2010,"4,04","4,04"
13-10-2010,"4,01","4,02"
14-10-2010,"4,02","4,02"
15-10-2010,"4,02","4,03"
18-10-2010,"4,02","4,03"
19-10-2010,"4,03","4,03"
20-10-2010,"4,04","4,04"
21-10-2010,"4,04","4,04"
22-10-2010,"4,04","4,04"
25-10-2010,"4,03","4,04"
26-10-2010,"4,03","4,04"
28-10-2010,"4,04","4,04"
29-10-2010,"4,03","4,04"
01-11-2010,"3,87","3,87"
02-11-2010,"3,93","3,93"
03-11-2010,"3,91","3,91"
05-11-2010,"3,93","3,93"
06-11-2010,"4,01","4,01"
08-11-2010,"4,00","4,00"
11-11-2010,"4,04","4,04"
15-11-2010,"4,02","4,03"
16-11-2010,"4,03","4,04"
17-11-2010,"4,05","4,05"
18-11-2010,"4,05","4,06"
19-11-2010,"4,05","4,06"
23-11-2010,"4,05","4,05"
24-11-2010,"4,06","4,07"
25-11-2010,"4,07","4,07"
26-11-2010,"4,06","4,07"
29-11-2010,"4,06","4,06"
30-11-2010,"4,06","4,07"
01-12-2010,"3,87","3,87"
02-12-2010,"3,93","3,94"
03-12-2010,"3,90","3,91"
04-12-2010,"3,88","3,89"
05-12-2010,"3,93","3,94"
07-12-2010,"3,98","3,98"
08-12-2010,"4,01","4,01"
10-12-2010,"4,00","4,00"
11-12-2010,"4,03","4,04"
13-12-2010,"4,04","4,05"
14-12-2010,"4,05","4,05"
15-12-2010,"4,06","4,07"
16-12-2010,"4,06","4,07"
17-12-2010,"4,07","4,08"
20-12-2010,"4,06","4,07"
21-12-2010,"4,07","4,07"
22-12-2010,"4,07","4,08"
23-12-2010,"4,08","4,09"
27-12-2010,"4,09","4,09"
28-12-2010,"4,10","4,11"
29-12-2010,"4,11","4,12"
30-12-2010,"4,10","4,11"
02-01-2011,"4,13","4,13"
03-01-2011,"4,15","4,15"
04-01-2011,"4,15","4,16"
06-01-2011,"4,30","4,31"
07-01-2011,"4,27","4,28"
08-01-2011,"4,32","4,32"
09-01-2011,"4,41","4,42"
11-01-2011,"4,60","4,62"
12-01-2011,"4,70","4,75"
13-01-2011,"4,13","4,14"
14-01-2011,"4,13","4,14"
17-01-2011,"4,13","4,13"
18-01-2011,"4,14","4,15"
19-01-2011,"4,14","4,15"
20-01-2011,"4,15","4,15"
21-01-2011,"4,14","4,15"
24-01-2011,"4,14","4,14"
25-01-2011,"4,14","4,14"
26-01-2011,"4,14","4,15"
27-01-2011,"4,15","4,15"
28-01-2011,"4,15","4,15"
31-01-2011,"4,13","4,14"
02-02-2011,"4,11","4,12"
03-02-2011,"4,14","4,15"
05-02-2011,"4,26","4,27"
06-02-2011,"4,29","4,30"
08-02-2011,"4,32","4,33"
09-02-2011,"4,42","4,43"
11-02-2011,"4,67","4,69"
12-02-2011,"4,60","4,73"
14-02-2011,"4,14","4,14"
15-02-2011,"4,15","4,16"
16-02-2011,"4,16","4,17"
17-02-2011,"4,17","4,18"
18-02-2011,"4,17","4,18"
21-02-2011,"4,16","4,16"
22-02-2011,"4,16","4,16"
23-02-2011,"4,16","4,17"
24-02-2011,"4,17","4,17"
25-02-2011,"4,16","4,17"
28-02-2011,"4,15","4,15"
01-03-2011,"4,11","4,11"
02-03-2011,"4,11","4,12"
03-03-2011,"4,14","4,14"
05-03-2011,"4,28","4,29"
06-03-2011,"4,28","4,28"
08-03-2011,"4,32","4,33"
10-03-2011,"4,42","4,42"
11-03-2011,"4,66","4,68"
14-03-2011,"4,14","4,14"
15-03-2011,"4,16","4,16"
16-03-2011,"4,16","4,17"
17-03-2011,"4,16","4,16"
18-03-2011,"4,15","4,16"
21-03-2011,"4,16","4,16"
22-03-2011,"4,15","4,16"
23-03-2011,"4,16","4,17"
28-03-2011,"4,16","4,17"
29-03-2011,"4,16","4,17"
30-03-2011,"4,16","4,16"
31-03-2011,"4,15","4,16"
01-04-2011,"4,12","4,12"
02-04-2011,"4,11","4,12"
03-04-2011,"4,13","4,13"
04-04-2011,"4,15","4,16"
05-04-2011,"4,27","4,27"
07-04-2011,"4,26","4,27"
08-04-2011,"4,32","4,32"
10-04-2011,"4,43","4,44"
11-04-2011,"4,66","4,67"
13-04-2011,"4,18","4,18"
14-04-2011,"4,20","4,20"
15-04-2011,"4,20","4,20"
18-04-2011,"4,20","4,20"
19-04-2011,"4,21","4,22"
20-04-2011,"4,22","4,22"
25-04-2011,"4,24","4,25"
26-04-2011,"4,27","4,28"
27-04-2011,"4,28","4,29"
28-04-2011,"4,32","4,33"
29-04-2011,"4,30","4,31"
01-05-2011,"4,13","4,14"
04-05-2011,"4,15","4,16"
05-05-2011,"4,27","4,27"
07-05-2011,"4,26","4,26"
08-05-2011,"4,32","4,32"
09-05-2011,"4,41","4,42"
10-05-2011,"4,43","4,43"
12-05-2011,"4,60","4,71"
13-05-2011,"4,28","4,29"
16-05-2011,"4,29","4,29"
17-05-2011,"4,31","4,32"
18-05-2011,"4,32","4,32"
19-05-2011,"4,33","4,33"
20-05-2011,"4,33","4,33"
23-05-2011,"4,34","4,34"
24-05-2011,"4,35","4,35"
26-05-2011,"4,34","4,34"
27-05-2011,"4,34","4,34"
30-05-2011,"4,32","4,33"
31-05-2011,"4,29","4,30"
01-06-2011,"4,13","4,14"
04-06-2011,"4,16","4,16"
05-06-2011,"4,26","4,27"
06-06-2011,"4,26","4,27"
07-06-2011,"4,27","4,27"
09-06-2011,"4,41","4,42"
10-06-2011,"4,40","4,41"
12-06-2011,"4,60","4,71"
13-06-2011,"4,26","4,26"
14-06-2011,"4,28","4,29"
15-06-2011,"4,30","4,31"
16-06-2011,"4,31","4,31"
17-06-2011,"4,30","4,30"
21-06-2011,"4,29","4,29"
22-06-2011,"4,29","4,30"
23-06-2011,"4,30","4,30"
24-06-2011,"4,30","4,30"
27-06-2011,"4,29","4,29"
28-06-2011,"4,29","4,29"
29-06-2011,"4,29","4,29"
30-06-2011,"4,27","4,27"
01-07-2011,"4,12","4,12"
02-07-2011,"4,11","4,12"
04-07-2011,"4,16","4,16"
06-07-2011,"4,26","4,26"
07-07-2011,"4,26","4,26"
09-07-2011,"4,42","4,43"
10-07-2011,"4,39","4,40"
11-07-2011,"4,66","4,68"
12-07-2011,"4,52","4,63"
13-07-2011,"4,28","4,28"
14-07-2011,"4,28","4,29"
15-07-2011,"4,29","4,29"
18-07-2011,"4,29","4,29"
19-07-2011,"4,31","4,31"
20-07-2011,"4,31","4,32"
