Fecha,Compra,Venta
21-07-2011,"4,31","4,32"
22-07-2011,"4,32","4,32"
25-07-2011,"4,32","4,33"
26-07-2011,"4,34","4,34"
27-07-2011,"4,34","4,35"
28-07-2011,"4,34","4,34"
29-07-2011,"4,34","4,34"
02-08-2011,"4,13","4,14"
04-08-2011,"4,16","4,16"
06-08-2011,"4,27","4,28"
07-08-2011,"4,26","4,26"
08-08-2011,"4,30","4,31"
09-08-2011,"4,42","4,43"
11-08-2011,"4,73","4,75"
15-08-2011,"4,33","4,34"
16-08-2011,"4,35","4,35"
17-08-2011,"4,36","4,36"
18-08-2011,"4,37","4,37"
19-08-2011,"4,37","4,37"
23-08-2011,"4,36","4,37"
24-08-2011,"4,39","4,39"
25-08-2011,"4,42","4,42"
26-08-2011,"4,43","4,44"
29-08-2011,"4,44","4,44"
30-08-2011,"4,44","4,44"
31-08-2011,"4,43","4,43"
02-09-2011,"4,13","4,14"
03-09-2011,"4,11","4,12"
05-09-2011,"4,26","4,27"
06-09-2011,"4,26","4,26"
08-09-2011,"4,34","4,34"
09-09-2011,"4,43","4,43"
11-09-2011,"4,85","4,87"
13-09-2011,"4,43","4,44"
14-09-2011,"4,43","4,44"
15-09-2011,"4,44","4,44"
16-09-2011,"4,44","4,44"
19-09-2011,"4,44","4,44"
20-09-2011,"4,44","4,44"
21-09-2011,"4,43","4,44"
22-09-2011,"4,44","4,45"
23-09-2011,"4,48","4,49"
26-09-2011,"4,47","4,47"
27-09-2011,"4,45","4,45"
28-09-2011,"4,45","4,45"
29-09-2011,"4,43","4,43"
30-09-2011,"4,43","4,43"
01-10-2011,"4,11","4,11"
02-10-2011,"4,13","4,14"
03-10-2011,"4,11","4,11"
05-10-2011,"4,27","4,28"
06-10-2011,"4,26","4,26"
08-10-2011,"4,35","4,35"
11-10-2011,"4,97","5,00"
13-10-2011,"4,42","4,43"
14-10-2011,"4,42","4,43"
17-10-2011,"4,41","4,41"
18-10-2011,"4,41","4,42"
19-10-2011,"4,45","4,45"
20-10-2011,"4,46","4,47"
21-10-2011,"4,47","4,47"
24-10-2011,"4,46","4,46"
25-10-2011,"4,46","4,47"
26-10-2011,"4,47","4,48"
27-10-2011,"4,49","4,50"
28-10-2011,"4,48","4,49"
31-10-2011,"4,48","4,49"
01-11-2011,"4,13","4,13"
02-11-2011,"4,14","4,15"
03-11-2011,"4,14","4,14"
04-11-2011,"4,16","4,16"
05-11-2011,"4,28","4,28"
07-11-2011,"4,26","4,26"
08-11-2011,"4,34","4,35"
10-11-2011,"4,39","4,39"
11-11-2011,"4,97","4,99"
14-11-2011,"4,77","4,79"
15-11-2011,"4,60","4,75"
16-11-2011,"4,60","4,75"
17-11-2011,"4,60","4,70"
18-11-2011,"4,60","4,75"
21-11-2011,"4,60","4,70"
22-11-2011,"4,60","4,70"
23-11-2011,"4,60","4,70"
24-11-2011,"4,60","4,73"
25-11-2011,"4,65","4,75"
29-11-2011,"4,65","4,75"
30-11-2011,"4,62","4,74"
01-12-2011,"4,13","4,13"
04-12-2011,"4,17","4,17"
05-12-2011,"4,28","4,29"
07-12-2011,"4,27","4,27"
08-12-2011,"4,35","4,35"
09-12-2011,"4,43","4,43"
10-12-2011,"4,37","4,38"
12-12-2011,"4,62","4,73"
13-12-2011,"4,52","4,63"
14-12-2011,"4,59","4,61"
15-12-2011,"4,60","4,62"
16-12-2011,"4,60","4,61"
19-12-2011,"4,62","4,64"
20-12-2011,"4,61","4,63"
21-12-2011,"4,61","4,63"
22-12-2011,"4,63","4,65"
23-12-2011,"4,65","4,67"
27-12-2011,"4,69","4,71"
28-12-2011,"4,73","4,74"
29-12-2011,"4,73","4,74"
30-12-2011,"4,73","4,74"
02-01-2012,"4,77","4,78"
03-01-2012,"4,69","4,70"
06-01-2012,"5,93","5,95"
08-01-2012,"6,24","6,27"
10-01-2012,"6,24","6,26"
11-01-2012,"6,32","6,34"
13-01-2012,"4,80","4,81"
16-01-2012,"4,80","4,81"
17-01-2012,"4,80","4,81"
18-01-2012,"4,82","4,83"
19-01-2012,"4,83","4,84"
20-01-2012,"4,83","4,84"
23-01-2012,"4,83","4,84"
24-01-2012,"4,83","4,84"
25-01-2012,"4,83","4,84"
26-01-2012,"4,84","4,85"
27-01-2012,"4,83","4,84"
30-01-2012,"4,80","4,81"
31-01-2012,"4,78","4,79"
02-02-2012,"4,77","4,78"
03-02-2012,"4,68","4,69"
05-02-2012,"5,06","5,08"
07-02-2012,"5,94","5,96"
08-02-2012,"6,18","6,21"
10-02-2012,"6,24","6,26"
11-02-2012,"6,31","6,33"
13-02-2012,"4,73","4,74"
14-02-2012,"4,73","4,74"
15-02-2012,"4,75","4,76"
16-02-2012,"4,73","4,74"
17-02-2012,"4,75","4,76"
22-02-2012,"4,73","4,74"
23-02-2012,"4,72","4,73"
24-02-2012,"4,72","4,73"
28-02-2012,"4,71","4,73"
29-02-2012,"4,71","4,72"
01-03-2012,"4,74","4,75"
02-03-2012,"4,77","4,78"
04-03-2012,"4,88","4,89"
05-03-2012,"5,03","5,05"
07-03-2012,"5,94","5,96"
08-03-2012,"6,17","6,20"
09-03-2012,"6,32","6,34"
10-03-2012,"6,23","6,25"
12-03-2012,"6,42","6,44"
13-03-2012,"4,71","4,72"
14-03-2012,"4,73","4,74"
15-03-2012,"4,78","4,79"
16-03-2012,"4,81","4,82"
19-03-2012,"4,78","4,79"
20-03-2012,"4,81","4,82"
21-03-2012,"4,85","4,86"
22-03-2012,"4,86","4,87"
23-03-2012,"4,88","4,89"
26-03-2012,"4,90","4,91"
27-03-2012,"4,92","4,93"
28-03-2012,"4,92","4,93"
29-03-2012,"4,93","4,94"
30-03-2012,"4,92","4,93"
01-04-2012,"4,77","4,78"
04-04-2012,"4,90","4,91"
05-04-2012,"5,02","5,04"
07-04-2012,"5,94","5,96"
09-04-2012,"6,33","6,35"
10-04-2012,"6,17","6,19"
12-04-2012,"6,42","6,44"
13-04-2012,"4,92","4,93"
16-04-2012,"4,94","4,95"
17-04-2012,"4,99","5,01"
18-04-2012,"5,00","5,02"
19-04-2012,"5,01","5,02"
20-04-2012,"5,01","5,02"
23-04-2012,"5,03","5,04"
24-04-2012,"5,11","5,13"
25-04-2012,"5,12","5,14"
26-04-2012,"5,08","5,10"
27-04-2012,"5,07","5,09"
01-05-2012,"4,78","4,79"
03-05-2012,"4,68","4,69"
07-05-2012,"5,94","5,96"
09-05-2012,"6,33","6,35"
10-05-2012,"6,16","6,18"
11-05-2012,"6,32","6,34"
12-05-2012,"6,42","6,44"
14-05-2012,"5,26","5,28"
15-05-2012,"5,52","5,55"
16-05-2012,"5,46","5,49"
17-05-2012,"5,56","5,59"
18-05-2012,"5,60","5,63"
21-05-2012,"5,69","5,72"
22-05-2012,"5,90","5,94"
23-05-2012,"6,11","6,15"
24-05-2012,"5,90","5,93"
28-05-2012,"5,85","5,89"
29-05-2012,"5,87","5,91"
30-05-2012,"5,88","5,90"
31-05-2012,"5,90","5,92"
01-06-2012,"4,78","4,79"
02-06-2012,"4,76","4,77"
03-06-2012,"4,68","4,69"
07-06-2012,"5,94","5,96"
08-06-2012,"6,18","6,21"
09-06-2012,"6,32","6,34"
12-06-2012,"6,42","6,44"
13-06-2012,"5,87","5,92"
14-06-2012,"5,89","5,93"
15-06-2012,"5,89","5,93"
18-06-2012,"5,88","5,92"
19-06-2012,"5,90","5,94"
21-06-2012,"5,96","5,98"
22-06-2012,"5,96","5,98"
25-06-2012,"5,95","5,98"
26-06-2012,"5,92","5,94"
27-06-2012,"5,93","5,95"
28-06-2012,"5,96","5,98"
29-06-2012,"5,93","5,95"
02-07-2012,"4,72","4,73"
03-07-2012,"4,70","4,71"
05-07-2012,"5,03","5,05"
08-07-2012,"6,23","6,26"
09-07-2012,"6,31","6,33"
11-07-2012,"6,28","6,30"
12-07-2012,"6,45","6,47"
13-07-2012,"6,14","6,17"
16-07-2012,"6,28","6,31"
17-07-2012,"6,55","6,60"
18-07-2012,"6,70","6,74"
19-07-2012,"6,57","6,60"
20-07-2012,"6,40","6,45"
23-07-2012,"6,37","6,42"
24-07-2012,"6,39","6,43"
25-07-2012,"6,41","6,45"
26-07-2012,"6,38","6,42"
27-07-2012,"6,41","6,45"
30-07-2012,"6,34","6,37"
31-07-2012,"6,29","6,32"
02-08-2012,"4,72","4,73"
03-08-2012,"4,70","4,71"
05-08-2012,"5,04","5,06"
08-08-2012,"6,23","6,26"
11-08-2012,"6,31","6,33"
13-08-2012,"6,25","6,28"
14-08-2012,"6,27","6,30"
15-08-2012,"6,29","6,32"
16-08-2012,"6,30","6,33"
17-08-2012,"6,30","6,33"
21-08-2012,"6,32","6,35"
22-08-2012,"6,37","6,40"
23-08-2012,"6,39","6,42"
24-08-2012,"6,38","6,41"
27-08-2012,"6,36","6,38"
28-08-2012,"6,34","6,36"
29-08-2012,"6,35","6,37"
30-08-2012,"6,35","6,37"
31-08-2012,"6,35","6,37"
01-09-2012,"4,78","4,79"
02-09-2012,"4,75","4,76"
03-09-2012,"4,70","4,71"
04-09-2012,"4,88","4,89"
05-09-2012,"5,06","5,08"
08-09-2012,"6,23","6,26"
10-09-2012,"6,18","6,20"
11-09-2012,"6,31","6,33"
13-09-2012,"6,28","6,30"
14-09-2012,"6,29","6,31"
17-09-2012,"6,28","6,30"
18-09-2012,"6,29","6,31"
19-09-2012,"6,29","6,31"
20-09-2012,"6,30","6,32"
21-09-2012,"6,30","6,32"
25-09-2012,"6,30","6,32"
26-09-2012,"6,27","6,29"
27-09-2012,"6,28","6,30"
28-09-2012,"6,28","6,30"
01-10-2012,"4,78","4,79"
02-10-2012,"4,75","4,76"
04-10-2012,"4,87","4,88"
05-10-2012,"5,08","5,10"
07-10-2012,"5,95","5,97"
08-10-2012,"6,24","6,27"
09-10-2012,"6,31","6,33"
10-10-2012,"6,19","6,21"
12-10-2012,"6,43","6,45"
15-10-2012,"6,18","6,20"
16-10-2012,"6,20","6,22"
17-10-2012,"6,31","6,33"
18-10-2012,"6,30","6,32"
19-10-2012,"6,29","6,31"
22-10-2012,"6,26","6,28"
23-10-2012,"6,30","6,32"
24-10-2012,"6,35","6,37"
25-10-2012,"6,35","6,37"
26-10-2012,"6,36","6,38"
29-10-2012,"6,33","6,35"
30-10-2012,"6,34","6,36"
31-10-2012,"6,32","6,34"
01-11-2012,"4,79","4,80"
04-11-2012,"4,88","4,89"
05-11-2012,"5,16","5,18"
07-11-2012,"5,98","6,00"
09-11-2012,"6,28","6,30"
10-11-2012,"6,19","6,21"
12-11-2012,"6,42","6,44"
13-11-2012,"6,30","6,32"
14-11-2012,"6,33","6,35"
15-11-2012,"6,33","6,35"
16-11-2012,"6,38","6,40"
19-11-2012,"6,34","6,36"
20-11-2012,"6,34","6,36"
21-11-2012,"6,36","6,38"
22-11-2012,"6,39","6,41"
23-11-2012,"6,44","6,46"
27-11-2012,"6,43","6,45"
28-11-2012,"6,45","6,47"
29-11-2012,"6,42","6,44"
30-11-2012,"6,42","6,44"
01-12-2012,"4,79","4,80"
03-12-2012,"4,71","4,72"
04-12-2012,"4,90","4,91"
06-12-2012,"5,87","5,92"
07-12-2012,"6,08","6,10"
09-12-2012,"6,30","6,32"
10-12-2012,"6,18","6,20"
11-12-2012,"6,30","6,32"
12-12-2012,"6,46","6,48"
13-12-2012,"6,50","6,52"
14-12-2012,"6,51","6,53"
17-12-2012,"6,50","6,52"
18-12-2012,"6,51","6,53"
19-12-2012,"6,53","6,55"
20-12-2012,"6,61","6,63"
21-12-2012,"6,59","6,61"
26-12-2012,"6,62","6,64"
27-12-2012,"6,76","6,78"
28-12-2012,"6,78","6,80"
31-12-2012,"6,78","6,80"
02-01-2013,"7,90","7,92"
03-01-2013,"7,82","7,84"
07-01-2013,"7,93","7,98"
08-01-2013,"8,49","8,54"
10-01-2013,"9,48","9,53"
11-01-2013,"9,88","9,93"
14-01-2013,"7,23","7,25"
15-01-2013,"7,34","7,36"
16-01-2013,"7,47","7,50"
17-01-2013,"7,49","7,51"
18-01-2013,"7,46","7,48"
21-01-2013,"7,42","7,44"
22-01-2013,"7,41","7,43"
23-01-2013,"7,50","7,52"
24-01-2013,"7,54","7,56"
25-01-2013,"7,60","7,62"
28-01-2013,"7,64","7,66"
29-01-2013,"7,77","7,80"
30-01-2013,"7,89","7,92"
01-02-2013,"6,89","6,91"
05-02-2013,"9,60","9,63"
07-02-2013,"7,88","7,93"
08-02-2013,"8,51","8,56"
09-02-2013,"9,17","9,22"
10-02-2013,"9,52","9,57"
12-02-2013,"9,13","9,18"
13-02-2013,"7,63","7,65"
14-02-2013,"7,64","7,66"
15-02-2013,"7,69","7,71"
18-02-2013,"7,68","7,70"
19-02-2013,"7,79","7,81"
21-02-2013,"7,81","7,83"
22-02-2013,"7,78","7,80"
25-02-2013,"7,76","7,78"
26-02-2013,"7,80","7,82"
27-02-2013,"7,80","7,82"
28-02-2013,"7,82","7,84"
01-03-2013,"7,05","7,07"
04-03-2013,"8,25","8,30"
05-03-2013,"9,84","9,88"
06-03-2013,"8,55","8,60"
07-03-2013,"7,90","7,95"
09-03-2013,"9,15","9,20"
10-03-2013,"9,55","9,60"
12-03-2013,"9,25","9,30"
13-03-2013,"7,90","7,92"
14-03-2013,"7,97","7,99"
15-03-2013,"8,03","8,05"
18-03-2013,"8,06","8,08"
19-03-2013,"8,25","8,27"
20-03-2013,"8,70","8,75"
21-03-2013,"8,40","8,45"
22-03-2013,"8,42","8,48"
25-03-2013,"8,22","8,27"
26-03-2013,"8,25","8,30"
27-03-2013,"8,38","8,43"
01-04-2013,"7,02","7,04"
02-04-2013,"7,70","7,72"
03-04-2013,"7,80","7,82"
04-04-2013,"8,30","8,32"
06-04-2013,"8,45","8,50"
07-04-2013,"7,93","7,98"
09-04-2013,"9,15","9,20"
10-04-2013,"9,50","9,55"
11-04-2013,"9,83","9,88"
12-04-2013,"9,57","9,62"
15-04-2013,"8,40","8,42"
16-04-2013,"8,50","8,52"
17-04-2013,"8,67","8,70"
18-04-2013,"8,63","8,66"
19-04-2013,"8,60","8,63"
22-04-2013,"8,63","8,67"
23-04-2013,"8,82","8,86"
24-04-2013,"8,91","8,94"
25-04-2013,"9,16","9,20"
26-04-2013,"9,30","9,34"
29-04-2013,"9,27","9,30"
30-04-2013,"9,37","9,40"
02-05-2013,"7,56","7,59"
03-05-2013,"7,80","7,82"
04-05-2013,"8,37","8,40"
06-05-2013,"8,50","8,55"
07-05-2013,"7,92","7,97"
08-05-2013,"8,51","8,56"
09-05-2013,"9,18","9,23"
11-05-2013,"9,78","9,83"
12-05-2013,"9,64","9,69"
13-05-2013,"9,98","10,03"
14-05-2013,"9,15","9,20"
15-05-2013,"9,00","9,05"
16-05-2013,"8,90","8,95"
17-05-2013,"8,90","8,95"
20-05-2013,"8,85","8,90"
21-05-2013,"8,53","8,58"
22-05-2013,"8,38","8,43"
23-05-2013,"8,75","8,80"
24-05-2013,"8,90","8,95"
27-05-2013,"8,88","8,93"
28-05-2013,"8,83","8,88"
29-05-2013,"8,83","8,88"
30-05-2013,"8,82","8,87"
31-05-2013,"8,75","8,80"
02-06-2013,"7,68","7,70"
03-06-2013,"7,81","7,83"
05-06-2013,"9,83","9,87"
06-06-2013,"8,52","8,57"
08-06-2013,"8,53","8,58"
09-06-2013,"9,17","9,22"
11-06-2013,"9,78","9,83"
12-06-2013,"9,45","9,50"
13-06-2013,"7,95","8,00"
14-06-2013,"7,95","8,00"
17-06-2013,"7,95","8,00"
18-06-2013,"7,81","7,86"
19-06-2013,"7,93","7,98"
24-06-2013,"8,00","8,05"
25-06-2013,"8,00","8,05"
26-06-2013,"8,00","8,05"
27-06-2013,"8,00","8,05"
28-06-2013,"8,00","8,05"
01-07-2013,"7,02","7,04"
02-07-2013,"7,65","7,68"
03-07-2013,"7,80","7,82"
05-07-2013,"10,04","10,08"
06-07-2013,"8,52","8,57"
08-07-2013,"8,55","8,60"
10-07-2013,"9,50","9,55"
11-07-2013,"9,74","9,79"
15-07-2013,"8,53","8,58"
16-07-2013,"8,70","8,75"
17-07-2013,"8,70","8,75"
18-07-2013,"8,52","8,57"
19-07-2013,"8,47","8,52"
22-07-2013,"8,45","8,50"
23-07-2013,"8,45","8,50"
24-07-2013,"8,53","8,58"
25-07-2013,"8,46","8,51"
26-07-2013,"8,46","8,51"
29-07-2013,"8,48","8,53"
30-07-2013,"8,48","8,53"
31-07-2013,"8,48","8,53"
01-08-2013,"7,03","7,05"
02-08-2013,"7,65","7,67"
03-08-2013,"7,81","7,83"
04-08-2013,"8,30","8,33"
05-08-2013,"10,40","10,45"
07-08-2013,"7,93","7,98"
10-08-2013,"9,57","9,62"
11-08-2013,"9,75","9,80"
13-08-2013,"8,69","8,74"
14-08-2013,"8,80","8,85"
15-08-2013,"8,80","8,85"
16-08-2013,"8,80","8,85"
20-08-2013,"8,81","8,86"
21-08-2013,"8,84","8,89"
22-08-2013,"8,90","8,95"
23-08-2013,"8,94","8,99"
26-08-2013,"8,98","9,03"
27-08-2013,"9,36","9,41"
28-08-2013,"9,33","9,38"
29-08-2013,"9,33","9,38"
30-08-2013,"9,20","9,25"
01-09-2013,"7,10","7,12"
04-09-2013,"8,34","8,37"
05-09-2013,"9,98","10,03"
08-09-2013,"8,73","8,78"
09-09-2013,"9,17","9,22"
10-09-2013,"9,65","9,70"
12-09-2013,"9,45","9,50"
13-09-2013,"9,17","9,25"
16-09-2013,"9,20","9,25"
17-09-2013,"9,28","9,33"
18-09-2013,"9,28","9,33"
19-09-2013,"9,30","9,35"
20-09-2013,"9,30","9,35"
23-09-2013,"9,32","9,37"
24-09-2013,"9,34","9,39"
25-09-2013,"9,40","9,45"
26-09-2013,"9,44","9,50"
27-09-2013,"9,48","9,53"
30-09-2013,"9,43","9,48"
01-10-2013,"7,22","7,25"
04-10-2013,"8,37","8,39"
05-10-2013,"9,98","10,03"
06-10-2013,"8,52","8,57"
07-10-2013,"8,04","8,09"
09-10-2013,"9,13","9,18"
10-10-2013,"9,72","9,77"
12-10-2013,"9,50","9,55"
15-10-2013,"9,55","9,60"
16-10-2013,"9,71","9,76"
17-10-2013,"9,80","9,85"
18-10-2013,"9,83","9,88"
21-10-2013,"9,85","9,90"
22-10-2013,"10,00","10,05"
23-10-2013,"10,00","10,05"
28-10-2013,"9,70","9,75"
29-10-2013,"9,83","9,88"
30-10-2013,"9,88","9,93"
31-10-2013,"9,87","9,92"
01-11-2013,"7,18","7,20"
03-11-2013,"7,80","7,82"
04-11-2013,"8,42","8,44"
06-11-2013,"8,52","8,57"
07-11-2013,"8,16","8,20"
09-11-2013,"9,16","9,21"
10-11-2013,"9,67","9,72"
11-11-2013,"9,74","9,79"
12-11-2013,"9,49","9,54"
13-11-2013,"9,85","9,90"
14-11-2013,"9,94","9,99"
15-11-2013,"9,89","9,94"
18-11-2013,"9,82","9,87"
19-11-2013,"9,87","9,92"
20-11-2013,"9,88","9,93"
21-11-2013,"9,89","9,94"
22-11-2013,"9,87","9,92"
26-11-2013,"9,76","9,81"
27-11-2013,"9,67","9,72"
28-11-2013,"9,64","9,69"
29-11-2013,"9,53","9,57"
03-12-2013,"7,82","7,84"
04-12-2013,"8,41","8,43"
06-12-2013,"8,20","8,25"
07-12-2013,"8,30","8,35"
08-12-2013,"8,67","8,72"
09-12-2013,"9,17","9,22"
11-12-2013,"9,75","9,80"
12-12-2013,"9,50","9,55"
13-12-2013,"9,55","9,60"
16-12-2013,"9,65","9,70"
17-12-2013,"9,70","9,75"
18-12-2013,"9,75","9,80"
19-12-2013,"9,64","9,69"
20-12-2013,"9,60","9,65"
23-12-2013,"9,65","9,70"
26-12-2013,"9,85","9,90"
27-12-2013,"9,92","9,97"
30-12-2013,"9,95","10,00"
04-01-2014,"10,70","10,80"
07-01-2014,"11,95","12,05"
08-01-2014,"12,70","12,80"
09-01-2014,"14,10","14,20"
10-01-2014,"15,50","15,60"
12-01-2014,"13,00","13,10"
13-01-2014,"10,72","10,77"
14-01-2014,"10,88","10,93"
15-01-2014,"11,16","11,21"
16-01-2014,"11,50","11,55"
17-01-2014,"11,90","11,95"
20-01-2014,"11,60","11,65"
21-01-2014,"11,81","11,86"
22-01-2014,"12,10","12,15"
23-01-2014,"13,01","13,06"
24-01-2014,"9,70","11,70"
27-01-2014,"10,15","12,15"
28-01-2014,"11,00","12,50"
29-01-2014,"11,40","12,90"
30-01-2014,"11,10","12,60"
31-01-2014,"11,15","12,65"
01-02-2014,"10,12","10,17"
06-02-2014,"11,30","11,40"
07-02-2014,"11,90","12,00"
09-02-2014,"14,15","14,25"
10-02-2014,"15,40","15,50"
12-02-2014,"12,90","13,00"
13-02-2014,"11,85","11,95"
14-02-2014,"11,75","11,85"
17-02-2014,"11,68","11,78"
18-02-2014,"11,68","11,78"
19-02-2014,"11,70","11,80"
20-02-2014,"11,73","11,83"
21-02-2014,"11,70","11,80"
24-02-2014,"11,65","11,70"
25-02-2014,"11,60","11,65"
26-02-2014,"11,50","11,55"
27-02-2014,"11,40","11,45"
28-02-2014,"11,20","11,25"
01-03-2014,"10,25","10,30"
02-03-2014,"11,05","12,55"
04-03-2014,"10,65","10,75"
06-03-2014,"11,40","11,50"
07-03-2014,"11,85","11,95"
09-03-2014,"14,10","14,20"
10-03-2014,"15,20","15,30"
11-03-2014,"13,80","13,90"
12-03-2014,"12,95","13,05"
13-03-2014,"10,90","11,00"
14-03-2014,"10,85","10,95"
17-03-2014,"10,80","10,90"
18-03-2014,"10,83","10,93"
19-03-2014,"10,82","10,92"
20-03-2014,"10,85","10,95"
21-03-2014,"10,80","10,90"
25-03-2014,"10,80","10,90"
26-03-2014,"10,80","10,90"
27-03-2014,"10,75","10,85"
28-03-2014,"10,75","10,85"
31-03-2014,"10,70","10,80"
02-04-2014,"11,55","12,55"
04-04-2014,"10,60","10,70"
06-04-2014,"11,45","11,55"
07-04-2014,"11,85","11,95"
08-04-2014,"12,60","12,70"
09-04-2014,"13,90","14,00"
11-04-2014,"13,50","13,60"
12-04-2014,"12,82","12,92"
14-04-2014,"10,18","10,28"
15-04-2014,"10,30","10,40"
16-04-2014,"10,30","10,40"
21-04-2014,"10,30","10,40"
22-04-2014,"10,30","10,40"
23-04-2014,"10,40","10,50"
24-04-2014,"10,60","10,70"
25-04-2014,"10,65","10,75"
28-04-2014,"10,60","10,70"
29-04-2014,"10,50","10,60"
30-04-2014,"10,45","10,55"
02-05-2014,"11,55","12,55"
03-05-2014,"10,50","10,55"
05-05-2014,"10,40","10,50"
06-05-2014,"11,45","11,55"
08-05-2014,"12,60","12,70"
09-05-2014,"13,90","14,00"
11-05-2014,"13,40","13,50"
12-05-2014,"12,68","12,78"
13-05-2014,"10,60","10,80"
14-05-2014,"10,65","10,75"
15-05-2014,"10,80","10,90"
16-05-2014,"10,95","11,05"
19-05-2014,"11,20","11,30"
20-05-2014,"11,60","11,70"
21-05-2014,"11,80","11,90"
22-05-2014,"11,70","11,80"
23-05-2014,"11,27","11,37"
26-05-2014,"11,40","11,50"
27-05-2014,"11,65","11,75"
28-05-2014,"11,70","11,80"
29-05-2014,"11,60","11,70"
30-05-2014,"11,30","11,40"
01-06-2014,"10,42","10,47"
02-06-2014,"11,90","12,40"
03-06-2014,"10,95","11,00"
05-06-2014,"10,45","10,55"
06-06-2014,"11,45","11,55"
08-06-2014,"12,70","12,80"
10-06-2014,"14,85","14,95"
11-06-2014,"13,40","13,50"
13-06-2014,"11,55","11,65"
16-06-2014,"11,75","11,85"
17-06-2014,"12,10","12,20"
18-06-2014,"12,20","12,30"
19-06-2014,"12,30","12,40"
23-06-2014,"11,70","11,80"
24-06-2014,"11,90","12,00"
25-06-2014,"11,95","12,05"
26-06-2014,"11,95","12,05"
27-06-2014,"12,05","12,15"
30-06-2014,"12,05","12,15"
01-07-2014,"10,85","10,90"
02-07-2014,"11,90","12,15"
03-07-2014,"10,95","11,05"
04-07-2014,"10,50","10,60"
05-07-2014,"10,60","10,70"
07-07-2014,"11,85","11,95"
08-07-2014,"12,70","12,80"
10-07-2014,"14,60","14,70"
11-07-2014,"13,00","13,10"
14-07-2014,"11,90","12,00"
15-07-2014,"12,00","12,10"
16-07-2014,"12,10","12,20"
17-07-2014,"12,15","12,25"
18-07-2014,"12,15","12,25"
21-07-2014,"12,17","12,27"
22-07-2014,"12,35","12,45"
23-07-2014,"12,50","12,60"
24-07-2014,"12,40","12,50"
25-07-2014,"12,50","12,60"
28-07-2014,"12,90","13,00"
29-07-2014,"12,70","12,80"
30-07-2014,"12,20","12,30"
31-07-2014,"12,60","12,70"
01-08-2014,"10,70","10,75"
04-08-2014,"10,24","10,34"
05-08-2014,"10,63","10,73"
07-08-2014,"11,90","12,00"
08-08-2014,"12,70","12,80"
09-08-2014,"14,10","14,20"
10-08-2014,"14,55","14,65"
13-08-2014,"13,05","13,15"
14-08-2014,"13,10","13,20"
15-08-2014,"13,10","13,20"
19-08-2014,"13,10","13,20"
20-08-2014,"13,45","13,55"
21-08-2014,"13,85","13,95"
22-08-2014,"13,78","13,88"
25-08-2014,"13,88","13,98"
26-08-2014,"14,10","14,20"
27-08-2014,"14,28","14,38"
29-08-2014,"13,95","14,05"
01-09-2014,"10,75","10,80"
04-09-2014,"10,20","10,30"
05-09-2014,"10,60","10,70"
06-09-2014,"11,45","11,55"
09-09-2014,"14,15","14,25"
10-09-2014,"14,73","14,83"
12-09-2014,"12,70","12,80"
15-09-2014,"14,35","14,45"
16-09-2014,"14,60","14,70"
17-09-2014,"15,00","15,10"
18-09-2014,"14,90","15,00"
19-09-2014,"14,90","15,00"
22-09-2014,"15,05","15,15"
23-09-2014,"15,32","15,42"
24-09-2014,"15,85","15,95"
25-09-2014,"15,65","15,75"
26-09-2014,"15,65","15,75"
29-09-2014,"15,50","15,60"
30-09-2014,"15,60","15,70"
01-10-2014,"10,75","10,80"
02-10-2014,"11,55","11,65"
03-10-2014,"10,85","10,95"
04-10-2014,"10,20","10,30"
06-10-2014,"11,50","11,60"
07-10-2014,"11,90","12,00"
09-10-2014,"14,15","14,25"
10-10-2014,"14,85","14,95"
11-10-2014,"12,55","12,65"
12-10-2014,"12,68","12,78"
14-10-2014,"14,67","14,77"
15-10-2014,"14,63","14,73"
16-10-2014,"14,55","14,65"
17-10-2014,"14,60","14,70"
20-10-2014,"14,58","14,68"
21-10-2014,"14,60","14,70"
22-10-2014,"14,59","14,69"
23-10-2014,"14,60","14,70"
24-10-2014,"14,55","14,65"
27-10-2014,"14,58","14,68"
28-10-2014,"14,52","14,62"
29-10-2014,"14,43","14,53"
30-10-2014,"14,23","14,33"
31-10-2014,"14,18","14,28"
02-11-2014,"11,55","11,65"
03-11-2014,"10,75","10,85"
04-11-2014,"10,28","10,38"
06-11-2014,"11,50","11,60"
07-11-2014,"11,80","11,90"
08-11-2014,"12,70","12,80"
09-11-2014,"14,16","14,26"
11-11-2014,"13,05","13,15"
12-11-2014,"12,60","12,70"
13-11-2014,"13,30","13,40"
14-11-2014,"13,28","13,38"
17-11-2014,"13,38","13,48"
18-11-2014,"13,45","13,55"
19-11-2014,"13,45","13,55"
20-11-2014,"13,40","13,50"
21-11-2014,"13,28","13,38"
25-11-2014,"13,25","13,35"
26-11-2014,"13,20","13,30"
27-11-2014,"13,10","13,20"
28-11-2014,"13,00","13,10"
02-12-2014,"12,00","12,10"
03-12-2014,"10,75","10,85"
05-12-2014,"10,60","10,70"
06-12-2014,"11,60","11,70"
08-12-2014,"12,85","12,95"
09-12-2014,"14,25","14,35"
11-12-2014,"13,58","13,68"
12-12-2014,"12,75","12,85"
15-12-2014,"13,07","13,17"
16-12-2014,"13,05","13,15"
17-12-2014,"13,00","13,10"
18-12-2014,"13,05","13,15"
19-12-2014,"13,00","13,10"
22-12-2014,"13,08","13,18"
